PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,REB,AST,TOV,STL,BLK,+/-
Victor Oladipo,MIA,29,33,13,20,32.7,19.8,4.8,4.6,2.5,1.4,0.4,-2.2
Vincent Poirier,PHI,27,10,8,2,3.9,0.8,1.4,0.2,0.4,0.0,0.3,-1.6
Vlatko Cancar,DEN,24,41,28,13,6.9,2.1,1.2,0.3,0.3,0.3,0.0,-2.5
Wayne Ellington,DET,33,46,13,33,22.0,9.6,1.8,1.5,0.7,0.4,0.2,-1.5
Wendell Carter Jr.,ORL,22,54,21,33,25.5,11.2,8.2,1.9,1.4,0.6,0.8,-4.5
Wenyen Gabriel,NOP,24,21,9,12,11.5,3.4,2.6,0.5,0.7,0.4,0.4,0.1
Wes Iwundu,NOP,26,41,17,24,13.1,2.4,2.2,0.4,0.5,0.4,0.1,-2.3
Wesley Matthews,LAL,34,58,33,25,19.5,4.8,1.6,0.9,0.4,0.7,0.3,0.7
Will Barton,DEN,30,56,37,19,31.0,12.7,4.0,3.2,1.7,0.9,0.4,4.1
Will Magnay,NOP,23,1,1,0,3.3,0.0,0.0,0.0,1.0,0.0,0.0,-10.0
Willie Cauley-Stein,DAL,27,53,29,24,17.1,5.3,4.5,0.7,0.5,0.4,0.8,2.6
Willy Hernangomez,NOP,27,47,20,27,18.0,7.8,7.1,1.1,0.7,0.5,0.5,-0.3
Xavier Tillman,MEM,22,59,31,28,18.4,6.6,4.3,1.3,0.8,0.7,0.6,0.6
Yogi Ferrell,LAC,28,10,4,6,13.7,5.6,1.9,2.2,0.3,0.7,0.3,-0.1
Yuta Watanabe,TOR,26,50,24,26,14.5,4.4,3.2,0.8,0.4,0.5,0.4,-0.8
Zach LaVine,CHI,26,58,26,32,35.1,27.4,5.0,4.9,3.5,0.8,0.5,-0.2
Zeke Nnaji,DEN,20,42,30,12,9.5,3.2,1.5,0.2,0.2,0.2,0.1,-2.0
Zion Williamson,NOP,20,61,29,32,33.2,27.0,7.2,3.7,2.7,0.9,0.6,1.5
